Sciezka;Etykiety
Dataset/train/images\BTR (5891).jpg;Bird
Dataset/train/images\BTR (5892).jpg;Bird
Dataset/train/images\BTR (5893).jpg;Bird
Dataset/train/images\BTR (5894).jpg;Bird
Dataset/train/images\BTR (5895).jpg;Bird
Dataset/train/images\BTR (5896).jpg;Bird
Dataset/train/images\BTR (5897).jpg;Bird
Dataset/train/images\BTR (5898).jpg;Bird
Dataset/train/images\BTR (5899).jpg;Bird
Dataset/train/images\BTR (59).jpg;Bird
Dataset/train/images\BTR (590).jpg;Bird
Dataset/train/images\BTR (5900).jpg;Bird
Dataset/train/images\BTR (5901).jpg;Bird
Dataset/train/images\BTR (5902).jpg;Bird
Dataset/train/images\BTR (5903).jpg;Bird
Dataset/train/images\BTR (5904).jpg;Bird
Dataset/train/images\BTR (5905).jpg;Bird
Dataset/train/images\BTR (5906).jpg;Bird
Dataset/train/images\BTR (5907).jpg;Bird
Dataset/train/images\BTR (5908).jpg;Bird
Dataset/train/images\BTR (5909).jpg;Bird
Dataset/train/images\BTR (591).jpg;Bird
Dataset/train/images\BTR (5910).jpg;Bird
Dataset/train/images\BTR (5911).jpg;Bird
Dataset/train/images\BTR (5912).jpg;Bird
Dataset/train/images\BTR (5913).jpg;Bird
Dataset/train/images\BTR (5914).jpg;Bird
Dataset/train/images\BTR (5915).jpg;Bird
Dataset/train/images\BTR (5916).jpg;Bird
Dataset/train/images\BTR (5917).jpg;Bird
Dataset/train/images\BTR (5918).jpg;Bird
Dataset/train/images\BTR (5919).jpg;Bird
Dataset/train/images\BTR (592).jpg;Bird
Dataset/train/images\BTR (5920).jpg;Bird
Dataset/train/images\BTR (5921).jpg;Bird
Dataset/train/images\BTR (5922).jpg;Bird
Dataset/train/images\BTR (5923).jpg;Bird
Dataset/train/images\BTR (5924).jpg;Bird
Dataset/train/images\BTR (5925).jpg;Bird
Dataset/train/images\BTR (5926).jpg;Bird
Dataset/train/images\BTR (5927).jpg;Bird
Dataset/train/images\BTR (5928).jpg;Bird
Dataset/train/images\BTR (5929).jpg;Bird
Dataset/train/images\BTR (593).jpg;Bird
Dataset/train/images\BTR (5930).jpg;Bird
Dataset/train/images\BTR (5931).jpg;Bird
Dataset/train/images\BTR (5932).jpg;Bird
Dataset/train/images\BTR (5933).jpg;Bird
Dataset/train/images\BTR (5934).jpg;Bird
Dataset/train/images\BTR (5935).jpg;Bird
Dataset/train/images\BTR (5936).jpg;Bird
Dataset/train/images\BTR (5937).jpg;Bird
Dataset/train/images\BTR (5938).jpg;Bird
Dataset/train/images\BTR (5939).jpg;Bird
Dataset/train/images\BTR (594).jpg;Bird
Dataset/train/images\BTR (5940).jpg;Bird
Dataset/train/images\BTR (5941).jpg;Bird
Dataset/train/images\BTR (5942).jpg;Bird
Dataset/train/images\BTR (5943).jpg;Bird
Dataset/train/images\BTR (5944).jpg;Bird
Dataset/train/images\BTR (5945).jpg;Bird
Dataset/train/images\BTR (5946).jpg;Bird
Dataset/train/images\BTR (5947).jpg;Bird
Dataset/train/images\BTR (5948).jpg;Bird
Dataset/train/images\BTR (5949).jpg;Bird
Dataset/train/images\BTR (595).jpg;Bird
Dataset/train/images\BTR (5950).jpg;Bird
Dataset/train/images\BTR (5951).jpg;Bird
Dataset/train/images\BTR (5952).jpg;Bird
Dataset/train/images\BTR (5953).jpg;Bird
Dataset/train/images\BTR (5954).jpg;Bird
Dataset/train/images\BTR (5955).jpg;Bird
Dataset/train/images\BTR (5956).jpg;Bird
Dataset/train/images\BTR (5957).jpg;Bird
Dataset/train/images\BTR (5958).jpg;Bird
Dataset/train/images\BTR (5959).jpg;Bird
Dataset/train/images\BTR (596).jpg;Bird
Dataset/train/images\BTR (5960).jpg;Bird
Dataset/train/images\BTR (5961).jpg;Bird
Dataset/train/images\BTR (5962).jpg;Bird
Dataset/train/images\BTR (5963).jpg;Bird
Dataset/train/images\BTR (5964).jpg;Bird
Dataset/train/images\BTR (5965).jpg;Bird
Dataset/train/images\BTR (5966).jpg;Bird
Dataset/train/images\BTR (5967).jpg;Bird
Dataset/train/images\BTR (5968).jpg;Bird
Dataset/train/images\BTR (5969).jpg;Bird
Dataset/train/images\BTR (597).jpg;Bird
Dataset/train/images\BTR (5970).jpg;Bird
Dataset/train/images\BTR (5971).jpg;Bird
Dataset/train/images\BTR (5972).jpg;Bird
Dataset/train/images\BTR (5973).jpg;Bird
Dataset/train/images\BTR (5974).jpg;Bird
Dataset/train/images\BTR (5975).jpg;Bird
Dataset/train/images\BTR (5976).jpg;Bird
Dataset/train/images\BTR (5977).jpg;Bird
Dataset/train/images\BTR (5978).jpg;Bird
Dataset/train/images\BTR (5979).jpg;Bird
Dataset/train/images\BTR (598).jpg;Bird
Dataset/train/images\BTR (5980).jpg;Bird
Dataset/train/images\BTR (5981).jpg;Bird
Dataset/train/images\BTR (5982).jpg;Bird
Dataset/train/images\BTR (5983).jpg;Bird
Dataset/train/images\BTR (5984).jpg;Bird
Dataset/train/images\BTR (5985).jpg;Bird
Dataset/train/images\BTR (5986).jpg;Bird
Dataset/train/images\BTR (5987).jpg;Bird
Dataset/train/images\BTR (5988).jpg;Bird
Dataset/train/images\BTR (5989).jpg;Bird
Dataset/train/images\BTR (599).jpg;Bird
Dataset/train/images\BTR (5990).jpg;Bird
Dataset/train/images\BTR (5991).jpg;Bird
Dataset/train/images\BTR (5992).jpg;Bird
Dataset/train/images\BTR (5993).jpg;Bird
Dataset/train/images\BTR (5994).jpg;Bird
Dataset/train/images\BTR (5995).jpg;Bird
Dataset/train/images\BTR (5996).jpg;Bird
Dataset/train/images\BTR (5997).jpg;Bird
Dataset/train/images\BTR (5998).jpg;Bird
Dataset/train/images\BTR (5999).jpg;Bird
Dataset/train/images\BTR (6).jpg;Bird
Dataset/train/images\BTR (60).jpg;Bird
Dataset/train/images\BTR (600).jpg;Bird
Dataset/train/images\BTR (6000).jpg;Bird
Dataset/train/images\BTR (6001).jpg;Bird
Dataset/train/images\BTR (6002).jpg;Bird
Dataset/train/images\BTR (6003).jpg;Bird
Dataset/train/images\BTR (6004).jpg;Bird
Dataset/train/images\BTR (6005).jpg;Bird
Dataset/train/images\BTR (6006).jpg;Bird
Dataset/train/images\BTR (6007).jpg;Bird
Dataset/train/images\BTR (6008).jpg;Bird
Dataset/train/images\BTR (6009).jpg;Bird
Dataset/train/images\BTR (601).jpg;Bird
Dataset/train/images\BTR (6010).jpg;Bird
Dataset/train/images\BTR (6011).jpg;Bird
Dataset/train/images\BTR (6012).jpg;Bird
Dataset/train/images\BTR (6013).jpg;Bird
Dataset/train/images\BTR (6014).jpg;Bird
Dataset/train/images\BTR (6015).jpg;Bird
Dataset/train/images\BTR (6016).jpg;Bird
Dataset/train/images\BTR (6017).jpg;Bird
Dataset/train/images\BTR (6018).jpg;Bird
Dataset/train/images\BTR (6019).jpg;Bird
Dataset/train/images\BTR (602).jpg;Bird
Dataset/train/images\BTR (6020).jpg;Bird
Dataset/train/images\BTR (6021).jpg;Bird
Dataset/train/images\BTR (6022).jpg;Bird
Dataset/train/images\BTR (6023).jpg;Bird
Dataset/train/images\BTR (6024).jpg;Bird
Dataset/train/images\BTR (6025).jpg;Bird
Dataset/train/images\BTR (6026).jpg;Bird
Dataset/train/images\BTR (6027).jpg;Bird
Dataset/train/images\BTR (6028).jpg;Bird
Dataset/train/images\BTR (6029).jpg;Bird
Dataset/train/images\BTR (603).jpg;Bird
Dataset/train/images\BTR (6030).jpg;Bird
Dataset/train/images\BTR (6031).jpg;Bird
Dataset/train/images\BTR (6032).jpg;Bird
Dataset/train/images\BTR (6033).jpg;Bird
Dataset/train/images\BTR (6034).jpg;Bird
Dataset/train/images\BTR (6035).jpg;Bird
Dataset/train/images\BTR (6036).jpg;Bird
Dataset/train/images\BTR (6037).jpg;Bird
Dataset/train/images\BTR (6038).jpg;Bird
Dataset/train/images\BTR (6039).jpg;Bird
Dataset/train/images\BTR (604).jpg;Bird
Dataset/train/images\BTR (6040).jpg;Bird
Dataset/train/images\BTR (6041).jpg;Bird
Dataset/train/images\BTR (6042).jpg;Bird
Dataset/train/images\BTR (6043).jpg;Bird
Dataset/train/images\BTR (6044).jpg;Bird
Dataset/train/images\BTR (6045).jpg;Bird
Dataset/train/images\BTR (6046).jpg;Bird
Dataset/train/images\BTR (6047).jpg;Bird
Dataset/train/images\BTR (6048).jpg;Bird
Dataset/train/images\BTR (6049).jpg;Bird
Dataset/train/images\BTR (605).jpg;Bird
Dataset/train/images\BTR (6050).jpg;Bird
Dataset/train/images\BTR (6051).jpg;Bird
Dataset/train/images\BTR (6052).jpg;Bird
Dataset/train/images\BTR (6053).jpg;Bird
Dataset/train/images\BTR (6054).jpg;Bird
Dataset/train/images\BTR (6055).jpg;Bird
Dataset/train/images\BTR (6056).jpg;Bird
Dataset/train/images\BTR (6057).jpg;Bird
Dataset/train/images\BTR (6058).jpg;Bird
Dataset/train/images\BTR (6059).jpg;Bird
Dataset/train/images\BTR (606).jpg;Bird
Dataset/train/images\BTR (6060).jpg;Bird
Dataset/train/images\BTR (6061).jpg;Bird
Dataset/train/images\BTR (6062).jpg;Bird
Dataset/train/images\BTR (6063).jpg;Bird
Dataset/train/images\BTR (6064).jpg;Bird
Dataset/train/images\BTR (6065).jpg;Bird
Dataset/train/images\BTR (6066).jpg;Bird
Dataset/train/images\BTR (6067).jpg;Bird
Dataset/train/images\BTR (6068).jpg;Bird
Dataset/train/images\BTR (6069).jpg;Bird
Dataset/train/images\BTR (607).jpg;Bird
Dataset/train/images\BTR (6070).jpg;Bird
Dataset/train/images\BTR (6071).jpg;Bird
Dataset/train/images\BTR (6072).jpg;Bird
Dataset/train/images\BTR (6073).jpg;Bird
Dataset/train/images\BTR (6074).jpg;Bird
Dataset/train/images\BTR (6075).jpg;Bird
Dataset/train/images\BTR (6076).jpg;Bird
Dataset/train/images\BTR (6077).jpg;Bird
Dataset/train/images\BTR (6078).jpg;Bird
Dataset/train/images\BTR (6079).jpg;Bird
Dataset/train/images\BTR (608).jpg;Bird
Dataset/train/images\BTR (6080).jpg;Bird
Dataset/train/images\BTR (6081).jpg;Bird
Dataset/train/images\BTR (6082).jpg;Bird
Dataset/train/images\BTR (6083).jpg;Bird
Dataset/train/images\BTR (6084).jpg;Bird
Dataset/train/images\BTR (6085).jpg;Bird
Dataset/train/images\BTR (6086).jpg;Bird
Dataset/train/images\BTR (6087).jpg;Bird
Dataset/train/images\BTR (6088).jpg;Bird
Dataset/train/images\BTR (6089).jpg;Bird
Dataset/train/images\BTR (609).jpg;Bird
Dataset/train/images\BTR (6090).jpg;Bird
Dataset/train/images\BTR (6091).jpg;Bird
Dataset/train/images\BTR (6092).jpg;Bird
Dataset/train/images\BTR (6093).jpg;Bird
Dataset/train/images\BTR (6094).jpg;Bird
Dataset/train/images\BTR (6095).jpg;Bird
Dataset/train/images\BTR (6096).jpg;Bird
Dataset/train/images\BTR (6097).jpg;Bird
Dataset/train/images\BTR (6098).jpg;Bird
Dataset/train/images\BTR (6099).jpg;Bird
Dataset/train/images\BTR (61).jpg;Bird
Dataset/train/images\BTR (610).jpg;Bird
Dataset/train/images\BTR (6100).jpg;Bird
Dataset/train/images\BTR (6101).jpg;Bird
Dataset/train/images\BTR (6102).jpg;Bird
Dataset/train/images\BTR (6103).jpg;Bird
Dataset/train/images\BTR (6104).jpg;Bird
Dataset/train/images\BTR (6105).jpg;Bird
Dataset/train/images\BTR (6106).jpg;Bird
Dataset/train/images\BTR (6107).jpg;Bird
Dataset/train/images\BTR (6108).jpg;Bird
Dataset/train/images\BTR (6109).jpg;Bird
Dataset/train/images\BTR (611).jpg;Bird
Dataset/train/images\BTR (6110).jpg;Bird
Dataset/train/images\BTR (6111).jpg;Bird
Dataset/train/images\BTR (6112).jpg;Bird
Dataset/train/images\BTR (6113).jpg;Bird
Dataset/train/images\BTR (6114).jpg;Bird
Dataset/train/images\BTR (6115).jpg;Bird
Dataset/train/images\BTR (6116).jpg;Bird
Dataset/train/images\BTR (6117).jpg;Bird
Dataset/train/images\BTR (6118).jpg;Bird
Dataset/train/images\BTR (6119).jpg;Bird
Dataset/train/images\BTR (612).jpg;Bird
Dataset/train/images\BTR (6120).jpg;Bird
Dataset/train/images\BTR (6121).jpg;Bird
Dataset/train/images\BTR (6122).jpg;Bird
Dataset/train/images\BTR (6123).jpg;Bird
Dataset/train/images\BTR (6124).jpg;Bird
Dataset/train/images\BTR (6125).jpg;Bird
Dataset/train/images\BTR (6126).jpg;Bird
Dataset/train/images\BTR (6127).jpg;Bird
Dataset/train/images\BTR (6128).jpg;Bird
Dataset/train/images\BTR (6129).jpg;Bird
Dataset/train/images\BTR (613).jpg;Bird
Dataset/train/images\BTR (6130).jpg;Bird
Dataset/train/images\BTR (6131).jpg;Bird
Dataset/train/images\BTR (6132).jpg;Bird
Dataset/train/images\BTR (6133).jpg;Bird
Dataset/train/images\BTR (6134).jpg;Bird
Dataset/train/images\BTR (6135).jpg;Bird
Dataset/train/images\BTR (6136).jpg;Bird
Dataset/train/images\BTR (6137).jpg;Bird
Dataset/train/images\BTR (6138).jpg;Bird
Dataset/train/images\BTR (6139).jpg;Bird
Dataset/train/images\BTR (614).jpg;Bird
Dataset/train/images\BTR (6140).jpg;Bird
Dataset/train/images\BTR (6141).jpg;Bird
Dataset/train/images\BTR (6142).jpg;Bird
Dataset/train/images\BTR (6143).jpg;Bird
Dataset/train/images\BTR (6144).jpg;Bird
Dataset/train/images\BTR (6145).jpg;Bird
Dataset/train/images\BTR (6146).jpg;Bird
Dataset/train/images\BTR (6147).jpg;Bird
Dataset/train/images\BTR (6148).jpg;Bird
Dataset/train/images\BTR (6149).jpg;Bird
Dataset/train/images\BTR (615).jpg;Bird
Dataset/train/images\BTR (6150).jpg;Bird
Dataset/train/images\BTR (6151).jpg;Bird
Dataset/train/images\BTR (6152).jpg;Bird
Dataset/train/images\BTR (6153).jpg;Bird
Dataset/train/images\BTR (6154).jpg;Bird
Dataset/train/images\BTR (6155).jpg;Bird
Dataset/train/images\BTR (6156).jpg;Bird
Dataset/train/images\BTR (6157).jpg;Bird
Dataset/train/images\BTR (6158).jpg;Bird
Dataset/train/images\BTR (6159).jpg;Bird
Dataset/train/images\BTR (616).jpg;Bird
Dataset/train/images\BTR (6160).jpg;Bird
Dataset/train/images\BTR (6161).jpg;Bird
Dataset/train/images\BTR (6162).jpg;Bird
Dataset/train/images\BTR (6163).jpg;Bird
Dataset/train/images\BTR (6164).jpg;Bird
Dataset/train/images\BTR (6165).jpg;Bird
Dataset/train/images\BTR (6166).jpg;Bird
Dataset/train/images\BTR (6167).jpg;Bird
Dataset/train/images\BTR (6168).jpg;Bird
Dataset/train/images\BTR (6169).jpg;Bird
Dataset/train/images\BTR (617).jpg;Bird
Dataset/train/images\BTR (6170).jpg;Bird
Dataset/train/images\BTR (6171).jpg;Bird
Dataset/train/images\BTR (6172).jpg;Bird
Dataset/train/images\BTR (6173).jpg;Bird
Dataset/train/images\BTR (6174).jpg;Bird
Dataset/train/images\BTR (6175).jpg;Bird
Dataset/train/images\BTR (6176).jpg;Bird
Dataset/train/images\BTR (6177).jpg;Bird
Dataset/train/images\BTR (6178).jpg;Bird
Dataset/train/images\BTR (6179).jpg;Bird
Dataset/train/images\BTR (618).jpg;Bird
Dataset/train/images\BTR (6180).jpg;Bird
Dataset/train/images\BTR (6181).jpg;Bird
Dataset/train/images\BTR (6182).jpg;Bird
Dataset/train/images\BTR (6183).jpg;Bird
Dataset/train/images\BTR (6184).jpg;Bird
Dataset/train/images\BTR (6185).jpg;Bird
Dataset/train/images\BTR (6186).jpg;Bird
Dataset/train/images\BTR (6187).jpg;Bird
Dataset/train/images\BTR (6188).jpg;Bird
Dataset/train/images\BTR (6189).jpg;Bird
Dataset/train/images\BTR (619).jpg;Bird
Dataset/train/images\BTR (6190).jpg;Bird
Dataset/train/images\BTR (6191).jpg;Bird
Dataset/train/images\BTR (6192).jpg;Bird
Dataset/train/images\BTR (6193).jpg;Bird
Dataset/train/images\BTR (6194).jpg;Bird
Dataset/train/images\BTR (6195).jpg;Bird
Dataset/train/images\BTR (6196).jpg;Bird
Dataset/train/images\BTR (6197).jpg;Bird
Dataset/train/images\BTR (6198).jpg;Bird
Dataset/train/images\BTR (6199).jpg;Bird
Dataset/train/images\BTR (62).jpg;Bird
Dataset/train/images\BTR (620).jpg;Bird
Dataset/train/images\BTR (6200).jpg;Bird
Dataset/train/images\BTR (6201).jpg;Bird
Dataset/train/images\BTR (6202).jpg;Bird
Dataset/train/images\BTR (6203).jpg;Bird
Dataset/train/images\BTR (6204).jpg;Bird
Dataset/train/images\BTR (6205).jpg;Bird
Dataset/train/images\BTR (6206).jpg;Bird
Dataset/train/images\BTR (6207).jpg;Bird
Dataset/train/images\BTR (6208).jpg;Bird
Dataset/train/images\BTR (6209).jpg;Bird
Dataset/train/images\BTR (621).jpg;Bird
Dataset/train/images\BTR (6210).jpg;Bird
Dataset/train/images\BTR (6211).jpg;Bird
Dataset/train/images\BTR (6212).jpg;Bird
Dataset/train/images\BTR (6213).jpg;Bird
Dataset/train/images\BTR (6214).jpg;Bird
Dataset/train/images\BTR (6215).jpg;Bird
Dataset/train/images\BTR (6216).jpg;Bird
Dataset/train/images\BTR (6217).jpg;Bird
Dataset/train/images\BTR (6218).jpg;Bird
Dataset/train/images\BTR (6219).jpg;Bird
Dataset/train/images\BTR (622).jpg;Bird
Dataset/train/images\BTR (6220).jpg;Bird
Dataset/train/images\BTR (6221).jpg;Bird
Dataset/train/images\BTR (6222).jpg;Bird
Dataset/train/images\BTR (6223).jpg;Bird
Dataset/train/images\BTR (6224).jpg;Bird
Dataset/train/images\BTR (6225).jpg;Bird
Dataset/train/images\BTR (6226).jpg;Bird
Dataset/train/images\BTR (6227).jpg;Bird
Dataset/train/images\BTR (6228).jpg;Bird
Dataset/train/images\BTR (6229).jpg;Bird
Dataset/train/images\BTR (623).jpg;Bird
Dataset/train/images\BTR (6230).jpg;Bird
Dataset/train/images\BTR (6231).jpg;Bird
Dataset/train/images\BTR (6232).jpg;Bird
Dataset/train/images\BTR (6233).jpg;Bird
Dataset/train/images\BTR (6234).jpg;Bird
Dataset/train/images\BTR (6235).jpg;Bird
Dataset/train/images\BTR (6236).jpg;Bird
Dataset/train/images\BTR (6237).jpg;Bird
Dataset/train/images\BTR (6238).jpg;Bird
Dataset/train/images\BTR (6239).jpg;Bird
Dataset/train/images\BTR (624).jpg;Bird
Dataset/train/images\BTR (6240).jpg;Bird
Dataset/train/images\BTR (6241).jpg;Bird
Dataset/train/images\BTR (6242).jpg;Bird
Dataset/train/images\BTR (6243).jpg;Bird
Dataset/train/images\BTR (6244).jpg;Bird
Dataset/train/images\BTR (6245).jpg;Bird
Dataset/train/images\BTR (6246).jpg;Bird
Dataset/train/images\BTR (6247).jpg;Bird
Dataset/train/images\BTR (6248).jpg;Bird
Dataset/train/images\BTR (6249).jpg;Bird
Dataset/train/images\BTR (625).jpg;Bird
Dataset/train/images\BTR (6250).jpg;Bird
Dataset/train/images\BTR (6251).jpg;Bird
Dataset/train/images\BTR (6252).jpg;Bird
Dataset/train/images\BTR (6253).jpg;Bird
Dataset/train/images\BTR (6254).jpg;Bird
Dataset/train/images\BTR (6255).jpg;Bird
Dataset/train/images\BTR (6256).jpg;Bird
Dataset/train/images\BTR (6257).jpg;Bird
Dataset/train/images\BTR (6258).jpg;Bird
Dataset/train/images\BTR (6259).jpg;Bird
Dataset/train/images\BTR (626).jpg;Bird
Dataset/train/images\BTR (6260).jpg;Bird
Dataset/train/images\BTR (6261).jpg;Bird
Dataset/train/images\BTR (6262).jpg;Bird
Dataset/train/images\BTR (6263).jpg;Bird
Dataset/train/images\BTR (6264).jpg;Bird
Dataset/train/images\BTR (6265).jpg;Bird
Dataset/train/images\BTR (6266).jpg;Bird
Dataset/train/images\BTR (6267).jpg;Bird
Dataset/train/images\BTR (6268).jpg;Bird
Dataset/train/images\BTR (6269).jpg;Bird
Dataset/train/images\BTR (627).jpg;Bird
Dataset/train/images\BTR (6270).jpg;Bird
Dataset/train/images\BTR (6271).jpg;Bird
Dataset/train/images\BTR (6272).jpg;Bird
Dataset/train/images\BTR (6273).jpg;Bird
Dataset/train/images\BTR (6274).jpg;Bird
Dataset/train/images\BTR (6275).jpg;Bird
Dataset/train/images\BTR (6276).jpg;Bird
Dataset/train/images\BTR (6277).jpg;Bird
Dataset/train/images\BTR (6278).jpg;Bird
Dataset/train/images\BTR (6279).jpg;Bird
Dataset/train/images\BTR (628).jpg;Bird
Dataset/train/images\BTR (6280).jpg;Bird
Dataset/train/images\BTR (6281).jpg;Bird
Dataset/train/images\BTR (6282).jpg;Bird
Dataset/train/images\BTR (6283).jpg;Bird
Dataset/train/images\BTR (6284).jpg;Bird
Dataset/train/images\BTR (6285).jpg;Bird
Dataset/train/images\BTR (6286).jpg;Bird
Dataset/train/images\BTR (6287).jpg;Bird
Dataset/train/images\BTR (6288).jpg;Bird
Dataset/train/images\BTR (6289).jpg;Bird
Dataset/train/images\BTR (629).jpg;Bird
Dataset/train/images\BTR (6290).jpg;Bird
Dataset/train/images\BTR (6291).jpg;Bird
Dataset/train/images\BTR (6292).jpg;Bird
Dataset/train/images\BTR (6293).jpg;Bird
Dataset/train/images\BTR (6294).jpg;Bird
Dataset/train/images\BTR (6295).jpg;Bird
Dataset/train/images\BTR (6296).jpg;Bird
Dataset/train/images\BTR (6297).jpg;Bird
Dataset/train/images\BTR (6298).jpg;Bird
Dataset/train/images\BTR (6299).jpg;Bird
Dataset/train/images\BTR (63).jpg;Bird
Dataset/train/images\BTR (630).jpg;Bird
Dataset/train/images\BTR (6300).jpg;Bird
Dataset/train/images\BTR (6301).jpg;Bird
Dataset/train/images\BTR (6302).jpg;Bird
Dataset/train/images\BTR (6303).jpg;Bird
Dataset/train/images\BTR (6304).jpg;Bird
Dataset/train/images\BTR (6305).jpg;Bird
Dataset/train/images\BTR (6306).jpg;Bird
Dataset/train/images\BTR (6307).jpg;Bird
Dataset/train/images\BTR (6308).jpg;Bird
Dataset/train/images\BTR (6309).jpg;Bird
Dataset/train/images\BTR (631).jpg;Bird
Dataset/train/images\BTR (6310).jpg;Bird
Dataset/train/images\BTR (6311).jpg;Bird
Dataset/train/images\BTR (6312).jpg;Bird
Dataset/train/images\BTR (6313).jpg;Bird
Dataset/train/images\BTR (6314).jpg;Bird
Dataset/train/images\BTR (6315).jpg;Bird
Dataset/train/images\BTR (6316).jpg;Bird
Dataset/train/images\BTR (6317).jpg;Bird
Dataset/train/images\BTR (6318).jpg;Bird
Dataset/train/images\BTR (6319).jpg;Bird
Dataset/train/images\BTR (632).jpg;Bird
Dataset/train/images\BTR (6320).jpg;Bird
Dataset/train/images\BTR (6321).jpg;Bird
Dataset/train/images\BTR (6322).jpg;Bird
Dataset/train/images\BTR (6323).jpg;Bird
Dataset/train/images\BTR (6324).jpg;Bird
Dataset/train/images\BTR (6325).jpg;Bird
Dataset/train/images\BTR (6326).jpg;Bird
Dataset/train/images\BTR (6327).jpg;Bird
Dataset/train/images\BTR (6328).jpg;Bird
Dataset/train/images\BTR (6329).jpg;Bird
Dataset/train/images\BTR (633).jpg;Bird
Dataset/train/images\BTR (6330).jpg;Bird
Dataset/train/images\BTR (6331).jpg;Bird
Dataset/train/images\BTR (6332).jpg;Bird
Dataset/train/images\BTR (6333).jpg;Bird
Dataset/train/images\BTR (6334).jpg;Bird
Dataset/train/images\BTR (6335).jpg;Bird
Dataset/train/images\BTR (6336).jpg;Bird
Dataset/train/images\BTR (6337).jpg;Bird
Dataset/train/images\BTR (6338).jpg;Bird
Dataset/train/images\BTR (6339).jpg;Bird
Dataset/train/images\BTR (634).jpg;Bird
Dataset/train/images\BTR (6340).jpg;Bird
Dataset/train/images\BTR (6341).jpg;Bird
Dataset/train/images\BTR (6342).jpg;Bird
Dataset/train/images\BTR (6343).jpg;Bird
Dataset/train/images\BTR (6344).jpg;Bird
Dataset/train/images\BTR (6345).jpg;Bird
Dataset/train/images\BTR (6346).jpg;Bird
Dataset/train/images\BTR (6347).jpg;Bird
Dataset/train/images\BTR (6348).jpg;Bird
Dataset/train/images\BTR (6349).jpg;Bird
Dataset/train/images\BTR (635).jpg;Bird
Dataset/train/images\BTR (6350).jpg;Bird
Dataset/train/images\BTR (6351).jpg;Bird
Dataset/train/images\BTR (6352).jpg;Bird
Dataset/train/images\BTR (6353).jpg;Bird
Dataset/train/images\BTR (6354).jpg;Bird
